EA_Region,SamplingPoint,Name,Map_Category,Easting,Northing,Permit_No,Permit_Ver,Feature_Name,Outlet_no,LAT,LONG,Feature_ID,EUBWID,Feature_Version
NE,4800,Whitley Bay,Emergency or Storm Overflow,435200,573360,235/1982,2.00,DUKES WALK CSO,1,55.0535000000000,-1.45050000000000,ID-235.1982-2-1,UKC2203      04800,1
NE,4800,Whitley Bay,Emergency or Storm Overflow,435390,572790,235/1796,1.00,WATTS SLOPE CSO,1,55.0484000000000,-1.44760000000000,ID-235.1796-1-1,UKC2203      04800,1
NE,4800,Whitley Bay,Emergency or Storm Overflow,435740,572420,235/1795,1.00,North Parade,1,55.0450000000000,-1.44220000000000,ID-235.1795-1-1,UKC2203      04800,1
NE,4800,Whitley Bay,Emergency or Storm Overflow,435960,572280,235/1794,1.00,Percy Road CSO,1,55.0438000000000,-1.43880000000000,ID-235.1794-1-1,UKC2203      04800,1
NE,4800,Whitley Bay,Emergency or Storm Overflow,435960,574310,235/1241,1.00,BRIERDENE PS,1,55.0620000000000,-1.43850000000000,ID-235.1241-1-1,UKC2203      04800,1
NE,4800,Whitley Bay,River or Stream,434930,574662,,,,,55.0652000000000,-1.45460000000000,FI-434930-574662,UKC2203      04800,1
NE,4800,Whitley Bay,River or Stream,435039,573926,,,,,55.0586000000000,-1.45300000000000,FI-435039-573926,UKC2203      04800,1
NE,4800,Whitley Bay,River or Stream,435097,573664,,,,,55.0563000000000,-1.45210000000000,FI-435097-573664,UKC2203      04800,1
NE,4800,Whitley Bay,River or Stream,435509,572779,,,,,55.0483000000000,-1.44580000000000,FI-435509-572779,UKC2203      04800,1
NE,5000,Tynemouth Long Sands North,Emergency or Storm Overflow,436550,570980,235/1987,2.00,NORTH POINT CSO,1,55.0320000000000,-1.42970000000000,ID-235.1987-2-1,UKC2203      05000,1
NE,5500,Seaburn - Sunderland,Emergency or Storm Overflow,440600,560190,245/1108,1.00,SEABURN SOUTH CSO,1,54.9348000000000,-1.36790000000000,ID-245.1108-1-1,UKC2300      05500,1
NE,5500,Seaburn - Sunderland,Emergency or Storm Overflow,440600,560210,245/1107,1.00,SEABURN NORTH CSO,1,54.9349000000000,-1.36790000000000,ID-245.1107-1-1,UKC2300      05500,1
NE,5500,Seaburn - Sunderland,Emergency or Storm Overflow,440970,561410,245/1106,1.00,WHITBURN STORM SEWAGE OVERFLOW,1,54.9457000000000,-1.36190000000000,ID-245.1106-1-1,UKC2300      05500,1
NE,5600,Roker - Sunderland,Emergency or Storm Overflow,440730,559220,245/1109,1.00,ROKER STORM SEWAGE OVERFLOW,1,54.9260000000000,-1.36600000000000,ID-245.1109-1-1,UKC2300      05600,1
NE,5700,Seaham Hall Beach,River or Stream,442325,550880,,,,,54.8510000000000,-1.34230000000000,FI-442325-550880,UKC1404      05700,1
NE,5800,Seaham Beach,River or Stream,442535,550491,,,,,54.8475000000000,-1.33910000000000,FI-442535-550491,UKC1404      05800,1
NE,5800,Seaham Beach,River or Stream,442845,549961,,,,,54.8427000000000,-1.33440000000000,FI-442845-549961,UKC1404      05800,1
NE,5900,Crimdon,River or Stream,448976,536738,,,,,54.7233000000000,-1.24110000000000,FI-448976-536738,UKC1404      05900,1
NE,6000,Seaton Carew North,Emergency or Storm Overflow,452510,530900,255/1093,1.00,THE STELL OUTFALL 8,1,54.6705000000000,-1.18730000000000,ID-255.1093-1-1,UKC1101      06000,1
NE,6000,Seaton Carew North,River or Stream,452277,530933,,,,,54.6708000000000,-1.19090000000000,FI-452277-530933,UKC1101      06000,1
NE,6300,Redcar Coatham,Emergency or Storm Overflow,459810,525470,256/1065,1.00,NEW COATHAM SSO,1,54.6209000000000,-1.07520000000000,ID-256.1065-1-1,UKC1202      06300,1
NE,6300,Redcar Coatham,Emergency or Storm Overflow,459830,525520,256/1066,1.00,LAKES CSO,2,54.6213000000000,-1.07490000000000,ID-256.1066-1-2,UKC1202      06300,1
NE,6400,Redcar Lifeboat Station,Emergency or Storm Overflow,460150,525450,256/1067,1.00,STATION ROAD SSO,2,54.6206000000000,-1.07000000000000,ID-256.1067-1-2,UKC1202      06400,1
NE,6500,Redcar Granville,Emergency or Storm Overflow,461260,524990,256/1068,1.00,GRANVILLE TCE SSO,2,54.6164000000000,-1.05290000000000,ID-256.1068-1-2,UKC1202      06500,1
NE,6600,Redcar Stray,River or Stream,462184,523953,,,,,54.6069000000000,-1.03880000000000,FI-462184-523953,UKC1202      06600,1
NE,6600,Redcar Stray,River or Stream,462659,523613,,,,,54.6038000000000,-1.03150000000000,FI-462659-523613,UKC1202      06600,1
NE,6600,Redcar Stray,River or Stream,463065,523309,,,,,54.6010000000000,-1.02530000000000,FI-463065-523309,UKC1202      06600,1
NE,6600,Redcar Stray,Surface Water Outfall,462917,523438,,,,,54.6022000000000,-1.02760000000000,WO-462917-523438,UKC1202      06600,1
NE,6650,Marske Sands,Emergency or Storm Overflow,463670,522920,25/06/1031,1.00,BYDALES (COAST ROAD) PUMPING STN,1,54.5975000000000,-1.01600000000000,ID-25.06.1031-1-1,UKC1202      06650,1
NE,6650,Marske Sands,Emergency or Storm Overflow,463670,522940,25/06/1016,1.00,THE STRAY STORM RETENTION TANK,1,54.5977000000000,-1.01600000000000,ID-25.06.1016-1-1,UKC1202      06650,1
NE,6650,Marske Sands,Emergency or Storm Overflow,463980,523130,256/0884,1.00,MARSKE SEWAGE PUMPING STATION,1,54.5993000000000,-1.01120000000000,ID-256.0884-1-1,UKC1202      06650,1
NE,6700,Saltburn,River or Stream,466250,521850,,,,,54.5875000000000,-0.97630000000000,FI-466250-521850,UKC1202      06700,1
NE,6700,Saltburn,River or Stream,466800,521672,,,,,54.5859000000000,-0.96790000000000,FI-466800-521672,UKC1202      06700,1
NE,6800,Staithes,River or Stream,478368,518987,,,,,54.5601000000000,-0.78960000000000,FI-478368-518987,UKE2206      06800,1
NE,6900,Runswick Bay,River or Stream,481044,515910,,,,,54.5320000000000,-0.74910000000000,FI-481044-515910,UKE2206      06900,1
NE,6900,Runswick Bay,River or Stream,481086,516142,,,Runswick Beck,,54.5341000000000,-0.74840000000000,FI-481086-516142,UKE2206      06900,1
NE,6900,Runswick Bay,River or Stream,481235,515626,,,,,54.5294000000000,-0.74620000000000,FI-481235-515626,UKE2206      06900,1
NE,6900,Runswick Bay,River or Stream,481333,515533,,,,,54.5286000000000,-0.74470000000000,FI-481333-515533,UKE2206      06900,1
NE,6900,Runswick Bay,River or Stream,481551,515461,,,Claymoor Beck,,54.5279000000000,-0.74140000000000,FI-481551-515461,UKE2206      06900,1
NE,7000,Sandsend,River or Stream,486084,512865,,,,,54.5038000000000,-0.67210000000000,FI-486084-512865,UKE2206      07000,1
NE,7000,Sandsend,River or Stream,486277,512602,,,,,54.5014000000000,-0.66920000000000,FI-486277-512602,UKE2206      07000,1
NE,7000,Sandsend,River or Stream,486874,512330,,,,,54.4989000000000,-0.66010000000000,FI-486874-512330,UKE2206      07000,1
NE,7100,Whitby,Emergency or Storm Overflow,489340,511530,27/29/0043,1.00,NORTH TERRACE CSO,1,54.4913000000000,-0.62220000000000,ID-27.29.0043-1-1,UKE2206      07100,1
NE,7100,Whitby,River or Stream,489951,511874,,,,,54.4942000000000,-0.61270000000000,FI-489951-511874,UKE2206      07100,1
NE,7200,Robin Hoods Bay,River or Stream,495322,504864,,,King's Beck and Marnerdale Beck,,54.4303000000000,-0.53210000000000,FI-495322-504864,UKE2206      07200,1
NE,7300,Scarborough North Bay,Emergency or Storm Overflow,503900,489900,QR.27/26/0002,4.00,CORNER CAFE CSO,1,54.2942000000000,-0.40510000000000,ID-QR.27.26.0002-4-1,UKE2206      07300,1
NE,7400,Scarborough South Bay,Emergency or Storm Overflow,504430,488280,C4411,1.00,AQUARIUM TOP STORMWATER OUTFALL,1,54.2795000000000,-0.39750000000000,ID-C4411-1-1,UKE2206      07400,1
NE,7400,Scarborough South Bay,River or Stream,504442,488193,,,,,54.2787000000000,-0.39740000000000,FI-504442-488193,UKE2206      07400,1
NE,7500,Cayton Bay,River or Stream,506775,484468,,,,,54.2448000000000,-0.36290000000000,FI-506775-484468,UKE2206      07500,1
NE,7600,Filey,Emergency or Storm Overflow,512266,480791,27/27/0051,4.00,Filey Detention Tanks SPS SSO,2,54.2106000000000,-0.28000000000000,ID-27.27.0051-4-2,UKE2206      07600,1
NE,7600,Filey,Surface Water Outfall,511965,479967,,,Martins Ravine Beck SWO,,54.2032000000000,-0.28500000000000,WO-511965-479967,UKE2206      07600,1
NE,7600,Filey,Surface Water Outfall,512058,480815,,,Church Ravine Beck,,54.2108000000000,-0.28320000000000,WO-512058-480815,UKE2206      07600,1
NE,7700,Reighton,River or Stream,514323,476174,,,,,54.1686000000000,-0.25030000000000,FI-514323-476174,UKE2206      07700,1
NE,7900,Flamborough South Landing,River or Stream,523124,469230,,,,,54.1042000000000,-0.11840000000000,FI-523124-469230,UKE1200      07900,1
NE,7950,"Danes Dyke, Flamborough",River or Stream,521566,469159,,,,,54.1040000000000,-0.14220000000000,FI-521566-469159,UKE1200      07950,1
NE,8000,Bridlington North Beach,Emergency or Storm Overflow,519215,467346,NPSWQD000318,1.00,Sands Lane CSO,1,54.0882000000000,-0.17890000000000,ID-NPSWQD000318-1-1,UKE1200      08000,1
NE,8000,Bridlington North Beach,Emergency or Storm Overflow,519407,467715,WADC1075,2.00,Limekiln Lane CSO,1,54.0915000000000,-0.17580000000000,ID-WADC1075-2-1,UKE1200      08000,1
NE,8100,Bridlington South Beach,Emergency or Storm Overflow,518008,465600,WRA7637,8.00,BRIDLINGTON STW,4,54.0728000000000,-0.19800000000000,ID-WRA7637-8-4,UKE1200      08100,1
NE,8100,Bridlington South Beach,River or Stream,518732,466409,,,,,54.0799000000000,-0.18660000000000,FI-518732-466409,UKE1200      08100,1
NE,8300,Fraisthorpe,River or Stream,517019,462764,,,,,54.0476000000000,-0.21420000000000,FI-517019-462764,UKE1200      08300,1
NE,8700,Hornsea,Emergency or Storm Overflow,521115,447488,WRA7863,2.00,HORNSEA SPS,2,53.9094000000000,-0.15770000000000,ID-WRA7863-2-2,UKE1200      08700,1
NE,8700,Hornsea,Emergency or Storm Overflow,521627,447447,WRA7863,2.00,Hornsea SPS CSO/SSO,1,53.9089000000000,-0.14990000000000,ID-WRA7863-2-1,UKE1200      08700,1
NE,8900,Withernsea,Emergency or Storm Overflow,534400,427940,WRA8365,1.00,MEMORIAL GARDENS SPS,2,53.7305000000000,0.03580000000000,ID-WRA8365-1-2,UKE1200      08900,1
NE,8900,Withernsea,Emergency or Storm Overflow,534970,427010,WRA8365,1.00,MEMORIAL GARDENS SPS,1,53.7220000000000,0.04410000000000,ID-WRA8365-1-1,UKE1200      08900,1
NW,40750,West Kirby,Emergency or Storm Overflow,320360,388320,016892431,1.00,Stanley Road / Hoylake Road Storm,2,53.3857000000000,-3.19890000000000,ID-016892431-1-2,UKD5400      40750,1
NW,40750,West Kirby,Emergency or Storm Overflow,322200,384810,01WIR0093,2.00,Shore Road Storm Overflow,1,53.3544000000000,-3.17040000000000,ID-01WIR0093-2-1,UKD5400      40750,1
NW,40750,West Kirby,Emergency or Storm Overflow,323020,383940,CM0077001,3.00,Caldy - Long Hey Road Storm Overf,1,53.3467000000000,-3.15780000000000,ID-CM0077001-3-1,UKD5400      40750,1
NW,40750,West Kirby,Surface Water Outfall,320871,386695,,,Local Surface Water Outfall,,53.3712000000000,-3.19080000000000,WO-320871-386695,UKD5400      40750,1
NW,40800,Meols,Surface Water Outfall,323349,390680,,,Local Surface Water Outfall From,,53.4073000000000,-3.15450000000000,WO-323349-390680,UKD5400      40800,1
NW,40800,Meols,Surface Water Outfall,323364,390684,,,Local Surface Water Outfall From,,53.4074000000000,-3.15430000000000,WO-323364-390684,UKD5400      40800,1
NW,40800,Meols,Surface Water Outfall,323375,390690,,,Local Surface Water Outfall From,,53.4074000000000,-3.15410000000000,WO-323375-390690,UKD5400      40800,1
NW,41000,Wallasey,Disused Outfall,328820,393690,,,Disused Outfall,,53.4352000000000,-3.07290000000000,DO-328820-393690,UKD5400      41000,1
NW,41000,Wallasey,Emergency or Storm Overflow,329210,393920,016983123,1.00,Wallasey Detention Tank Outfall,1,53.4373000000000,-3.06710000000000,ID-016983123-1-1,UKD5400      41000,1
NW,41000,Wallasey,Emergency or Storm Overflow,329450,394053,,,Wallasey Detention Tank Outfall,,53.4385000000000,-3.06350000000000,UKD5400_41000-ID-329450-394053,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328745,393644,,,Local Surface Water Outfall From,,53.4347000000000,-3.07400000000000,WO-328745-393644,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328782,393669,,,Local Surface Water Outfall From,,53.4350000000000,-3.07350000000000,WO-328782-393669,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328857,393714,,,Local Surface Water Outfall From,,53.4354000000000,-3.07240000000000,WO-328857-393714,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328869,393722,,,Local Surface Water Outfall From,,53.4355000000000,-3.07220000000000,WO-328869-393722,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328886,393739,,,Local Surface Water Outfall From,,53.4356000000000,-3.07190000000000,WO-328886-393739,UKD5400      41000,1
NW,41000,Wallasey,Surface Water Outfall,328911,393751,,,Local Surface Water Outfall From,,53.4357000000000,-3.07160000000000,WO-328911-393751,UKD5400      41000,1
NW,41300,Ainsdale,Surface Water Outfall,329580,412648,,,Holiday Camp Outfall,,53.6056000000000,-3.06580000000000,WO-329580-412648,UKD5300      41300,1
NW,41300,Ainsdale,Surface Water Outfall,329831,413065,,,Sands Lake Outfall,,53.6094000000000,-3.06210000000000,WO-329831-413065,UKD5300      41300,1
NW,41500,Southport,Disused Outfall,332485,417610,,,Disused Outfall,,53.6506000000000,-3.02290000000000,DO-332485-417610,UKD5300      41500,1
NW,41800,St Annes,Disused Outfall,331161,429427,,,Sandgate Pumping Station Air Vent,,53.7566000000000,-3.04560000000000,DO-331161-429427,UKD4303      41800,1
NW,41800,St Annes,Disused Outfall,332200,428000,,,Fairhaven Car Park Storm Outfall,,53.7440000000000,-3.02950000000000,DO-332200-428000,UKD4303      41800,1
NW,41900,St Annes North,Disused Outfall,331161,429427,,,Sandgate Pumping Station Air Vent,,53.7566000000000,-3.04560000000000,DO-331161-429427,UKD4303      41900,1
NW,42100,Blackpool South,Disused Outfall,330360,432000,,,Abercorn Place Storm Overflow,,53.7797000000000,-3.05830000000000,DO-330360-432000,UKD4200      42100,1
NW,42100,Blackpool South,Disused Outfall,330360,432010,,,Wetherby & Albany Avenue Storm Ov,,53.7797000000000,-3.05830000000000,DO-330360-432010,UKD4200      42100,1
NW,42100,Blackpool South,Emergency or Storm Overflow,329800,432452,017180567,1.00,Lennox Gate Pumping Station Storm,1,53.7836000000000,-3.06690000000000,ID-017180567-1-1,UKD4200      42100,1
NW,42100,Blackpool South,Surface Water Outfall,330326,433174,,,Local Surface Water Outfall From,,53.7902000000000,-3.05910000000000,WO-330326-433174,UKD4200      42100,1
NW,42300,Blackpool Central,Emergency or Storm Overflow,330530,435070,017160287,12.00,Manchester Square Pumping Station,3,53.8073000000000,-3.05640000000000,ID-017160287-12-3,UKD4200      42300,1
NW,42500,Blackpool North,Disused Outfall,330540,436340,,,Talbot Square Storm Overflow,,53.8187000000000,-3.05660000000000,DO-330540-436340,UKD4200      42500,1
NW,42800,Cleveleys,Emergency or Storm Overflow,331180,442260,017160288,5.00,Anchorsholme Pumping Station Stor,2,53.8720000000000,-3.04820000000000,ID-017160288-5-2,UKD4312      42800,1
NW,44400,Walney West Shore,Surface Water Outfall,316990,470180,,,Local Surface Water Outfall,,54.1208000000000,-3.27160000000000,WO-316990-470180,UKD1102      44400,1
NW,44800,Haverigg,River or Stream,315546,478203,,,Stoup Dub Cut,,54.1926000000000,-3.29590000000000,FI-315546-478203,UKD1103      44800,1
NW,44800,Haverigg,River or Stream,316140,478592,,,Haverigg Pool,,54.1962000000000,-3.28690000000000,FI-316140-478592,UKD1103      44800,1
NW,45200,Silecroft,River or Stream,311926,481383,,,Unnamed Stream,,54.2206000000000,-3.35230000000000,FI-311926-481383,UKD1103      45200,1
NW,45200,Silecroft,Treated Sewage Works Outfall,312380,480920,017490367,1.00,Caravan Site Outfall,1,54.2165000000000,-3.34520000000000,FE-017490367-1-1,UKD1103      45200,1
NW,45600,Seascale,Emergency or Storm Overflow,303540,501220,017470081,2.00,40m d/s Railway Bridge Storm Over,1,54.3973000000000,-3.48730000000000,ID-017470081-2-1,UKD1103      45600,1
NW,45600,Seascale,Emergency or Storm Overflow,303680,500850,017480325,1.00,Seascale Foreshore Pumping Statio,1,54.3940000000000,-3.48500000000000,ID-017480325-1-1,UKD1103      45600,1
NW,45600,Seascale,River or Stream,303527,501222,,,Croft Head Stream,,54.3973000000000,-3.48750000000000,FI-303527-501222,UKD1103      45600,1
NW,45600,Seascale,River or Stream,303717,500881,,,Whitrigg Beck,,54.3943000000000,-3.48450000000000,FI-303717-500881,UKD1103      45600,1
NW,45600,Seascale,Surface Water Outfall,303644,501012,,,Local Surface Water Outfall,,54.3954000000000,-3.48560000000000,WO-303644-501012,UKD1103      45600,1
NW,45600,Seascale,Surface Water Outfall,303679,500933,,,Local Surface Water Outfall,,54.3947000000000,-3.48510000000000,WO-303679-500933,UKD1103      45600,1
NW,45625,"Windermere, Lakeside YMCA",River or Stream,337512,489851,,,Unnamed Stream,,54.3004000000000,-2.96170000000000,FI-337512-489851,UKD1203      45625,1
NW,45650,"Windermere, Millerground Landing",River or Stream,340193,498801,,,Wynlass Beck,,54.3812000000000,-2.92230000000000,FI-340193-498801,UKD1203      45650,1
NW,45650,"Windermere, Millerground Landing",Surface Water Outfall,340194,498793,,,Local Surface Water Outfall,,54.3811000000000,-2.92230000000000,WO-340194-498793,UKD1203      45650,1
NW,45920,St Bees,Emergency or Storm Overflow,296900,511400,017480322,3.00,St Bees Pumping Station Storm Ove,2,54.4874000000000,-3.59310000000000,ID-017480322-3-2,UKD1103      45920,1
NW,45920,St Bees,River or Stream,295915,511823,,,Rottington Beck,,54.4910000000000,-3.60840000000000,FI-295915-511823,UKD1103      45920,1
NW,45920,St Bees,River or Stream,296894,510791,,,Pow Beck,,54.4820000000000,-3.59300000000000,FI-296894-510791,UKD1103      45920,1
NW,46000,Allonby South,River or Stream,306398,539832,,,Saltpans Sough,,54.7447000000000,-3.45560000000000,FI-306398-539832,UKD1101      46000,1
NW,46000,Allonby South,River or Stream,307230,540814,,,Brunsow Beck,,54.7537000000000,-3.44300000000000,FI-307230-540814,UKD1101      46000,1
NW,46000,Allonby South,River or Stream,307736,541668,,,Mealo House Sough,,54.7615000000000,-3.43540000000000,FI-307736-541668,UKD1101      46000,1
NW,46000,Allonby South,Treated Sewage Works Outfall,307150,540550,017590357,2.00,Caravan Site Outfall,1,54.7513000000000,-3.44410000000000,FE-017590357-2-1,UKD1101      46000,1
NW,46000,Allonby South,Treated Sewage Works Outfall,307985,541548,NPSWQD009546,1.00,Caravan Site Outfall,1,54.7604000000000,-3.43150000000000,FE-NPSWQD009546-1-1,UKD1101      46000,1
NW,46100,Allonby,Disused Outfall,307960,544090,,,Allonby Outfall,,54.7833000000000,-3.43270000000000,DO-307960-544090,UKD1101      46100,1
NW,46100,Allonby,Disused Outfall,308100,543120,01ALL0125,1.00,The Square Outfall,1,54.7746000000000,-3.43020000000000,DO-308100-543120,UKD1101      46100,1
NW,46100,Allonby,Emergency or Storm Overflow,307730,544070,017580272,5.00,Allonby Storm Overflow,2,54.7830000000000,-3.43630000000000,ID-017580272-5-2,UKD1101      46100,1
NW,46100,Allonby,River or Stream,307736,541668,,,Mealo House Sough,,54.7615000000000,-3.43540000000000,FI-307736-541668,UKD1101      46100,1
NW,46100,Allonby,River or Stream,307897,542196,,,Mealo Beck,,54.7662000000000,-3.43310000000000,FI-307897-542196,UKD1101      46100,1
NW,46100,Allonby,River or Stream,308057,543574,,,Allonby Beck,,54.7786000000000,-3.43100000000000,FI-308057-543574,UKD1101      46100,1
NW,46100,Allonby,Treated Sewage Works Outfall,307730,544070,017580272,5.00,Allonby Treated Sewage Outfall,1,54.7830000000000,-3.43630000000000,FE-017580272-5-1,UKD1101      46100,1
NW,46300,Silloth,Disused Outfall,310500,553500,,,Lairage Settlement Tank,,54.8683000000000,-3.39610000000000,DO-310500-553500,UKD1101      46300,1
SE,11760,Cotswold Country Park and B,Emergency or Storm Overflow,402739,195552,,,,,51.6587000000000,-1.96180000000000,UKK1302_11760-ID-402739-195552,UKK1302      11760,1
SE,11760,Cotswold Country Park and B,Surface Water Outfall,403050,195650,,,,,51.6596000000000,-1.95730000000000,WO-403050-195650,UKK1302      11760,1
SE,11770,Shoebury East,Emergency or Storm Overflow,594200,184650,CASM.0091,1.00,SOUTHEND STORM OVERFLOWS,1,51.5273000000000,0.79820000000000,ID-CASM.0091-1-1,UKH3100      11770,1
SE,11770,Shoebury East,Emergency or Storm Overflow,594760,184220,,,,,51.5233000000000,0.80610000000000,UKH3100_11770-ID-594760-184220,UKH3100      11770,1
SE,11780,Shoeburyness,Emergency or Storm Overflow,592590,184090,CASM.0090,2.00,SOUTHEND STORM OVERFLOWS,1,51.5228000000000,0.77480000000000,ID-CASM.0090-2-1,UKH3100      11780,1
SE,11780,Shoeburyness,River or Stream,593101,183938,,,,,51.5213000000000,0.78200000000000,FI-593101-183938,UKH3100      11780,1
SE,11800,Southend Thorpe Bay,Emergency or Storm Overflow,590000,183000,AW2NFE12665,1.00,O/F.FROM HARVEST ROAD,1,51.5139000000000,0.73690000000000,ID-AW2NFE12665-1-1,UKH3100      11800,1
SE,11800,Southend Thorpe Bay,Emergency or Storm Overflow,590700,183400,,,,,51.5173000000000,0.74720000000000,UKH3100_11800-ID-590700-183400,UKH3100      11800,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,588160,185040,,,,,51.5328000000000,0.71150000000000,UKH3100_11830-ID-588160-185040,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,588800,184990,CASM.0084,2.00,SOUTHEND STORM OVERFLOWS,1,51.5322000000000,0.72070000000000,ID-CASM.0084-2-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,588810,185010,CASM.0085,1.00,SOUTHEND STORM OVERFLOWS,1,51.5324000000000,0.72080000000000,ID-CASM.0085-1-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,589180,184860,,,,,51.5309000000000,0.72610000000000,UKH3100_11830-ID-589180-184860,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,589190,184880,CASM.0086,2.00,SOUTHEND STORM OVERFLOWS,1,51.5311000000000,0.72620000000000,ID-CASM.0086-2-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,589700,184740,CASM.0087,1.00,SOUTHEND STORM OVERFLOWS,1,51.5296000000000,0.73350000000000,ID-CASM.0087-1-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,589940,182800,AW2NFE12665,1.00,O/F.FROM HARVEST ROAD,1,51.5121000000000,0.73590000000000,ID-AW2NFE12665-1-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,590180,184610,CASM.0088,3.00,SOUTHEND STORM OVERFLOWS,1,51.5283000000000,0.74030000000000,ID-CASM.0088-3-1,UKH3100      11830,1
SE,11830,Southend Jubilee,Emergency or Storm Overflow,590680,181920,CASM.0089,1.00,SOUTHEND STORM OVERFLOWS,1,51.5040000000000,0.74610000000000,ID-CASM.0089-1-1,UKH3100      11830,1
SE,11830,Southend Jubilee,River or Stream,589392,184810,,,,,51.5304000000000,0.72910000000000,FI-589392-184810,UKH3100      11830,1
SE,11830,Southend Jubilee,Surface Water Outfall,590680,181920,,,,,51.5040000000000,0.74610000000000,WO-590680-181920,UKH3100      11830,1
SE,11830,Southend Jubilee,Treated Sewage Works Outfall,589940,182800,,,O/F.FROM HARVEST ROAD,,51.5121000000000,0.73590000000000,UKH3100_11830-ID-589940-182800,UKH3100      11830,1
SE,11850,Southend Three Shells,Emergency or Storm Overflow,587990,185000,,,,,51.5325000000000,0.70900000000000,UKH3100_11850-ID-587990-185000,UKH3100      11850,1
SE,11850,Southend Three Shells,Emergency or Storm Overflow,588480,184950,CASM.0083,1.00,SOUTHEND STORM OVERFLOWS,1,51.5319000000000,0.71600000000000,ID-CASM.0083-1-1,UKH3100      11850,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,586240,185220,,,,,51.5351000000000,0.68390000000000,UKH3100_11900-ID-586240-185220,UKH3100      11900,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,586270,185220,CASM.0078,1.00,SOUTHEND STORM OVERFLOWS,1,51.5351000000000,0.68440000000000,ID-CASM.0078-1-1,UKH3100      11900,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,586610,185190,,,,,51.5347000000000,0.68920000000000,UKH3100_11900-ID-586610-185190,UKH3100      11900,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,586870,185190,CASM.0081,2.00,SOUTHEND STORM OVERFLOWS,3,51.5346000000000,0.69300000000000,ID-CASM.0081-2-3,UKH3100      11900,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,586940,185160,CASM.0081,2.00,SOUTHEND STORM OVERFLOWS,1,51.5343000000000,0.69400000000000,ID-CASM.0081-2-1,UKH3100      11900,1
SE,11900,Southend Westcliff Bay,Emergency or Storm Overflow,587010,184990,CASM.0080,2.00,SOUTHEND STORM OVERFLOWS,1,51.5328000000000,0.69490000000000,ID-CASM.0080-2-1,UKH3100      11900,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585300,185490,,,,,51.5378000000000,0.67050000000000,UKH3100_11902-ID-585300-185490,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585350,185460,CASM.0480,1.00,'ADJACENT PRITTLE BROOK' OUTFALL,1,51.5376000000000,0.67120000000000,ID-CASM.0480-1-1,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585360,185460,CASM.0076,2.00,SOUTHEND STORM OVERFLOWS,1,51.5375000000000,0.67140000000000,ID-CASM.0076-2-1,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585400,184400,,,,,51.5280000000000,0.67140000000000,UKH3100_11902-ID-585400-184400,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585750,185280,CASM.0481,1.00,CHALKWELL ESPLANADE OUTFALL,1,51.5358000000000,0.67690000000000,ID-CASM.0481-1-1,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585750,185290,,,,,51.5359000000000,0.67690000000000,UKH3100_11902-ID-585750-185290,UKH3100      11902,1
SE,11902,Southend Chalkwell,Emergency or Storm Overflow,585760,185300,,,,,51.5360000000000,0.67710000000000,UKH3100_11902-ID-585760-185300,UKH3100      11902,1
SE,11902,Southend Chalkwell,River or Stream,585373,185497,,,,,51.5379000000000,0.67160000000000,FI-585373-185497,UKH3100      11902,1
SE,11904,Leigh Bell Wharf,Emergency or Storm Overflow,583470,185420,,,,,51.5378000000000,0.64410000000000,UKH3100_11904-ID-583470-185420,UKH3100      11904,1
SE,11904,Leigh Bell Wharf,Emergency or Storm Overflow,583530,185720,,,,,51.5405000000000,0.64520000000000,UKH3100_11904-ID-583530-185720,UKH3100      11904,1
SE,11904,Leigh Bell Wharf,Emergency or Storm Overflow,583730,185710,,,,,51.5403000000000,0.64800000000000,UKH3100_11904-ID-583730-185710,UKH3100      11904,1
